0.017402144	0.027489461	0.089926235	0.059994217	-0.033756282	-0.036655337	0.016011577	0.0407515	-0.061114352	-0.0041160756	-0.060583115	-0.0011556142	-0.0052913837	0.06525431	-0.0010287149	-0.022620972
0.10462247	-0.08814784	0.18528256	0.29460108	0.05910044	-0.20008303	0.08679709	-0.13729681	-0.1789819	0.0696696	0.10373391	-0.10567661	-0.13961688	-0.06886823	0.23702936	-0.15224509
0.023049342	0.04978497	0.28672463	0.3072295	-0.04511034	-0.10139477	0.021584008	0.069072515	-0.20762692	0.010428663	-0.064880274	0.018109242	-0.042547047	0.048133418	0.0997503	-0.094800636
-0.040716898	0.025425505	-0.034837224	0.04377437	0.0070245154	0.0024242885	0.043726493	0.009743534	-0.01564933	-0.011419345	0.012460433	0.03246974	-0.012565862	0.039887223	-0.013371386	0.009553947
-0.04448389	0.10083496	0.20480435	0.24688938	-0.16153374	-0.017009428	-0.071523964	0.11299614	-0.1507059	-0.13967548	-0.15695678	0.03236213	0.1122497	0.24915573	0.03053767	0.03987594
-0.16690066	0.20423743	-0.015010349	0.14519899	-0.14867978	0.112497024	-0.20336758	0.20112012	0.043912556	-0.19379702	-0.18531995	0.20992374	0.175281	0.27572915	-0.08725405	0.103116095
-0.04362165	0.022086123	0.15744293	0.27092597	-0.11185311	-0.05744957	-0.043328334	0.057427414	-0.15288228	-0.0843233	-0.076138705	0.019549957	0.039973173	0.20712508	0.0551004	-0.047164157
0.040554713	0.08101626	0.23834676	0.39136937	-0.079891466	-0.013363979	0.07361124	0.034103855	-0.18541542	-0.010831839	-0.004418433	-0.022945764	0.014003216	0.08947134	0.10192654	-0.08294447
0.03999445	-0.01805148	0.21350421	0.2508542	-0.043485735	-0.04642793	0.010943711	0.043509543	-0.14710188	-0.039694756	0.02806954	-0.010375093	-0.014325642	0.07342451	0.16423377	-0.12709005
-0.15435694	0.116947174	0.08669751	0.22440846	-0.1896188	0.09456524	-0.096015684	0.118913166	-0.04259807	-0.16154462	-0.17170079	0.122462474	0.065964855	0.21696906	-0.06209894	0.07633119
-0.0031484999	-0.0014097649	0.14051908	0.2215354	-0.044308893	-0.020356385	0.022764778	-0.0065522	-0.17207007	0.007086101	0.006347993	-0.055632666	-0.040716607	0.10992399	0.07071148	-0.073514685
-0.0418626	0.086147524	0.19401464	0.2699972	-0.07424292	-0.038409796	-0.060328297	0.10752397	-0.102944516	-0.040969286	-0.056628622	0.07021642	0.062326543	0.16811426	0.08224562	0.053299278
-0.21935862	0.2375106	-0.11810225	-0.010154674	-0.27441418	0.17613557	-0.18006665	0.19232336	0.052929178	-0.30730316	-0.23003796	0.24961913	0.23371916	0.30488485	-0.12951331	0.124896325
-0.09721382	0.098487444	0.006123348	0.0781168	-0.08736281	0.014589408	-0.037551228	0.07769935	-0.043074753	-0.15174812	-0.12709223	0.081229545	0.08890047	0.17887928	-0.0063630193	-0.008064069
0.08841093	-0.09910992	0.20621587	0.2837401	0.001843221	-0.08345673	0.08444876	-0.08886209	-0.2144487	0.10909999	0.063913114	-0.06751755	-0.03169926	-0.05514792	0.17263903	-0.13286687
-0.04278598	0.00983048	0.11975652	0.24148203	-0.07283374	-0.06386291	0.031244297	0.054019704	-0.1278787	-0.014860481	-0.069465235	-0.0014654228	0.0263764	0.16333188	0.14420758	-0.08189074
0.054178096	-0.041754	0.19495985	0.22850409	0.09316261	-0.14603166	0.14033039	-0.09711654	-0.17712648	0.07726295	0.038732048	-0.106927045	-0.109618835	-0.09249686	0.11240257	-0.14466767
-0.034890987	0.108336225	0.04558463	0.14820291	-0.09206809	0.066854775	-0.07908868	0.12390643	-0.102652244	-0.1007669	-0.07367166	0.027366817	0.11906795	0.15557577	-0.019451743	0.05930461
0.09977604	-0.014603698	0.21013731	0.2826478	-0.007393822	-0.0829678	0.09120561	-0.016748492	-0.18059088	0.059685614	0.0321127	-0.0742134	-0.055997584	0.06406808	0.20695841	-0.100321285
-0.09332355	0.069120474	0.19670497	0.28237724	-0.07837999	0.018539788	-0.042503834	0.14620437	-0.15630263	-0.08816766	-0.09357417	0.01937518	0.09687398	0.13754159	0.08654503	0.008449472
